DO(ppm),pH,Temperature(*C),Salinity(ppt),TDS,Health
3.6,7.1,28,10.7,198,1
3.7,7.2,31,11.8,138,1
3.8,7,30,23.7,176,1
3.6,8.2,27,25,125,1
3.9,6.8,31,24.3,121,1
3.7,8.5,31,12.7,148,1
3.5,7.9,28,21.6,179,1
3.8,8.6,28,24.2,200,1
3.9,7,26,21.6,107,1
3.8,8.6,44,19.6,100,1
3.9,7,29,12.5,147,1
3.9,7.9,28,20.1,199,1
3.8,8.6,29,14.8,104,1
3.5,7,27,10.7,106,1
3.5,8.4,32,21.2,155,1
4,7.1,31,14.5,111,1
3.5,7.5,31,13.5,111,1
3.5,8.6,32,12.2,136,1
3.6,8.3,26,17.8,139,1
3.9,7.7,30,24.8,149,1
3.8,8.4,28,10.1,122,1
4,7.9,30,18,140,1
4,8.6,32,12.5,137,1
3.7,6.9,32,11.1,182,1
3.9,7.4,26,18.9,147,1
3.8,7.6,31,16.4,127,1
3.6,7.7,32,18.9,118,1
3.6,8.6,32,15.6,195,1
3.8,8.6,32,10.7,151,1
3.7,8.5,31,22.2,127,1
3.5,8,27,11.5,134,1
4,8.3,27,13,160,1
3.6,7.4,29,20.2,185,1
3.8,8.1,28,18.2,160,1
4,8,26,24.8,191,1
4,6.9,26,19.6,140,1
4,7.3,26,16.4,120,1
3.8,7.3,28,17.7,200,1
3.5,7.1,27,11.6,109,1
4,8.6,32,17.9,136,1
3.7,8.6,26,22.7,148,1
3.8,7,29,12.9,118,1
3.9,7.4,32,14.7,180,1
3.9,7.3,30,22.7,118,1
3.5,7,27,22.7,150,1
3.5,8.5,31,18.3,112,1
3.7,8.7,29,18.7,187,1
3.5,8.7,28,11.2,188,1
3.7,8.1,28,15.9,103,1
3.7,8.4,30,19.2,112,1
4,8.5,31,20.3,149,1
3.8,7.8,32,16.7,115,1
3.8,8.2,32,10.4,122,1
3.6,8.6,31,18.8,130,1
3.6,7.1,27,11.6,183,1
3.9,8.3,28,22.3,200,1
4,7.2,28,15.8,119,1
3.6,7.2,30,24,197,1
4,7.9,29,22,165,1
3.6,7.6,27,19,168,1
3.5,7.3,31,14.2,103,1
3.7,8.2,29,15.1,169,1
3.5,7.8,28,14.8,157,1
3.6,7,32,21.7,178,1
3.8,7.1,31,21.3,116,1
3.9,7,37,13.2,144,1
4,8.2,29,15.2,123,1
3.9,8.6,28,22.1,163,1
3.9,7.1,29,16.6,164,1
4,7.5,26,23.2,194,1
3.5,8.6,38,20.6,142,1
3.8,7.7,29,11.5,168,1
4,8.4,28,24.4,169,1
3.6,7.8,28,15.6,159,1
3.6,8.6,26,15.8,123,1
3.5,7.5,29,16,177,1
3.6,8.7,27,19.4,153,1
4,8.7,31,16.1,158,1
3.6,8.2,29,18.7,113,1
3.7,7.3,30,15.9,162,1
3.6,7.8,31,20.2,122,1
3.8,7.6,28,21.8,157,1
4,7.8,26,22,141,1
4,7.8,32,17.8,141,1
3.6,8.5,26,14.4,111,1
4,7.3,26,15.4,126,1
3.9,7.2,28,11.3,102,1
3.7,7.9,28,13.8,168,1
3.5,7.9,27,13.5,133,1
3.5,8.7,32,15.4,139,1
3.9,8.6,29,10.7,122,1
3.7,7.8,34,17,119,1
4,8.4,26,17.9,145,1
3.7,6.9,26,21.2,121,1
3.5,7.5,30,23,160,1
3.6,8.2,28,11.4,146,1
3.9,8.6,32,32.7,158,1
3.5,7.8,32,12.9,135,1
4,7.6,31,22.4,135,1
3.6,7.2,32,21.5,114,1
4,8,29,18.7,187,1
3.5,8,31,10,189,1
3.8,7.9,31,23,122,1
3.9,7.9,29,17.4,160,1
3.5,8.3,29,27.3,133,1
3.9,8.7,26,14.7,107,1
3.9,8.2,29,15.6,118,1
4,8,31,13.8,174,1
3.7,7.2,31,11.1,118,1
3.7,6.8,31,24.1,162,1
3.5,7.6,26,16.1,148,1
3.6,8,28,20.3,194,1
3.7,7.5,26,21.4,133,1
3.9,8.2,29,24.1,125,1
4,8.1,32,16.8,128,1
3.6,7.1,30,23.8,139,1
3.6,7.7,26,17.3,138,1
3.8,7,30,15.6,186,1
3.7,7,31,16.7,117,1
3.7,8.4,26,10.4,116,1
3.9,6.9,27,22.4,199,1
3.8,7.1,28,14.7,156,1
3.7,7.1,31,15.1,173,1
3.8,7.2,32,17.2,160,1
3.7,8.3,29,19.3,182,1
3.7,7.8,43,20.1,117,1
3.8,7.7,30,19.2,117,1
4,6.8,30,16.7,117,1
3.9,7.4,29,14.1,160,1
3.5,8.7,30,12.8,137,1
3.5,8.4,28,14.2,177,1
3.8,8.6,27,22.2,178,1
3.5,8.4,35,15.7,139,1
3.6,8.3,27,13.5,115,1
3.5,7.6,31,18.8,149,1
3.5,8.3,29,13.7,134,1
3.9,7.4,28,21.6,115,1
4,7.5,28,13.5,120,1
3.8,7.7,29,14.5,132,1
3.5,8.3,32,21.4,137,1
3.5,8.1,27,34.8,129,1
4,8.7,36,18.4,195,1
3.9,8.5,31,22,139,1
4,8.4,27,22,132,1
3.9,8.4,32,18,130,1
4,7.1,26,13,105,1
3.5,7.2,27,14.4,110,1
3.9,8.4,31,23.7,189,1
3.8,7.3,29,14.6,124,1
3.5,8.6,28,19.4,193,1
3.9,7.8,32,17.7,131,1
3.6,8.4,27,24.1,136,1
3.9,7.9,29,21,152,1
3.5,8.1,26,17.8,197,1
3.7,7.6,30,21.5,148,1
4,7.4,29,16.2,190,1
4,7.9,28,15.3,129,1
3.7,8.4,28,18.5,196,1
3.7,8.7,26,22.8,196,1
3.6,7,30,12.9,103,1
3.8,7.4,26,15.2,194,1
4,8.6,32,18.7,166,1
3.8,8.5,30,20.4,133,1
4,6.8,32,23.3,118,1
3.6,8.4,28,18.5,157,1
3.5,8,28,23.3,196,1
3.6,6.8,29,13.3,192,1
3.8,7.9,28,10.6,191,1
3.9,7.2,31,21.2,196,1
3.5,8.3,26,10.7,189,1
3.6,7.3,33,15.7,163,1
3.9,8,28,24.2,153,1
3.7,7.9,29,21,166,1
3.9,7.2,28,21.4,198,1
3.7,8.6,29,14,148,1
4,8.7,27,23.3,161,1
3.6,7.2,30,16.7,181,1
3.7,7,29,22.6,192,1
3.5,6.8,28,13.2,123,1
3.9,7.1,27,11.1,181,1
3.9,7.5,29,23,142,1
4,8.3,28,12.3,190,1
3.9,7.4,28,15.4,164,1
4,7.7,28,16.8,125,1
3.8,6.8,28,22.8,172,1
4,7.8,32,18.8,143,1
4,7.8,30,21.1,138,1
3.5,7.5,29,19.7,143,1
3.8,8,30,23.8,147,1
3.7,7.6,31,21.1,136,1
3.8,8,31,10.9,148,1
3.9,8.6,31,22.9,119,1
3.7,7.2,28,21.3,120,1
3.7,7.7,26,23,145,1
3.6,8.1,32,17.1,186,1
3.8,7.6,31,16.4,139,1
3.6,7.7,31,17.8,154,1
3.5,6.8,31,23.4,178,1
3.5,8,32,14.5,134,1
3.6,7.1,30,15.2,164,1
3.7,8.3,27,11,180,1
4,8.1,32,15,132,1
3.7,7.3,40,15.6,152,1
3.7,7,26,23.9,120,1
3.7,8.6,31,24.8,159,1
3.7,7.9,27,14.3,131,1
3.7,6.9,27,10.6,145,1
3.8,6.9,32,20,150,1
3.5,7.4,29,11.1,109,1
3.5,8.3,28,20.6,188,1
3.9,7.1,28,22.2,113,1
3.6,8.2,28,14.2,173,1
3.8,7.6,31,13.7,124,1
3.7,8.4,31,21.9,124,1
3.6,7.3,28,21.6,107,1
3.7,7.1,30,17.8,151,1
3.7,8.1,32,24.9,103,1
3.7,8.1,27,11.4,110,1
3.5,7.2,31,18.2,129,1
3.6,8.7,31,20.6,157,1
4,8.5,26,18.3,100,1
3.7,8.7,32,21.1,120,1
3.5,8,28,25,122,1
3.5,7.6,29,17,163,1
4,7.7,30,22,176,1
3.6,8.3,30,13.1,112,1
3.5,8.2,26,11.4,100,1
3.6,7.8,27,18.5,152,1
3.8,8.7,28,10.1,136,1
3.8,7.2,26,21.1,105,1
3.6,7.2,26,20.2,144,1
3.9,8.5,32,14.9,103,1
3.7,8.4,27,19,144,1
3.7,8.6,26,17.4,121,1
3.5,7.6,31,14.3,144,1
3.5,8,31,18.9,137,1
3.5,8.5,28,14.9,157,1
3.7,8.3,32,19.1,143,1
3.5,7.9,29,13.4,138,1
3.5,7.3,32,23.4,144,1
4,8.7,32,24.1,194,1
3.8,7.1,26,10.1,126,1
3.6,7.9,27,11.7,151,1
4,8.3,26,24.4,185,1
3.9,8.6,31,16,188,1
3.8,8.1,26,12.6,133,1
3.9,7.2,32,17.6,104,1
4,7.3,35,18.5,145,1
3.5,7.3,31,21.8,122,1
3.7,7.3,31,23,182,1
3.6,8.4,28,12,160,1
3.7,7.1,26,11.3,166,1
3.8,8.7,29,17.4,149,1
3.6,8,31,23.4,115,1
3.5,8.2,32,24.8,198,1
3.7,8.5,31,12.4,104,1
3.5,8.5,32,13.4,188,1
3.7,8.7,31,15.2,158,1
3.7,8.1,31,23.5,152,1
3.9,7.3,29,16.2,186,1
3.6,7.3,31,12.5,148,1
3.5,7.9,31,18,106,1
4,7.7,27,23.5,168,1
3.9,6.8,29,25,175,1
3.7,8.1,32,10.4,107,1
3.9,6.9,27,12.3,114,1
3.7,7.1,28,13.6,144,1
3.7,7.9,30,18.4,104,1
3.6,7,27,15.9,130,1
3.6,8.5,26,19.2,168,1
3.6,7.9,30,13.8,121,1
3.7,7.3,29,10.6,175,1
3.5,7.4,28,18.4,195,1
3.6,8.7,30,14.2,119,1
3.9,7.9,28,18.3,147,1
3.6,7.7,27,18.9,107,1
4,6.8,29,13.2,193,1
3.7,8.7,29,10.3,138,1
3.5,6.9,29,22,160,1
4,7,26,22.1,115,1
3.5,7.3,32,22.1,115,1
3.8,7.6,30,17.7,159,1
3.8,6.8,30,11.5,108,1
3.7,7.4,31,14.7,120,1
3.7,7.1,31,11.2,154,1
3.5,7.1,32,11.9,177,1
3.8,7.8,31,16.9,151,1
4,7.8,29,10.4,118,1
4,7.9,32,16.5,113,1
3.5,6.8,31,20.1,187,1
3.8,6.9,29,12.5,158,1
3.5,7.8,30,21.4,103,1
3.9,8,32,21.1,134,1
3.9,6.9,28,17.1,105,1
3.9,8,30,22.1,149,1
3.8,8.5,27,19.7,192,1
3.5,7.4,26,12.3,128,1
3.6,8.4,27,23.3,128,1
3.8,7.1,31,19.6,128,1
3.7,7.5,29,15.3,161,1
3.9,8.5,31,11.8,191,1
3.6,7.6,26,18.6,146,1
3.8,8.2,31,18,150,1
3.7,8.7,26,15.1,194,1
3.8,7.1,31,22.1,107,1
3.9,8.2,30,19.1,137,1
4,6.9,31,12,115,1
3.7,7.8,35,17.3,143,1
3.9,7.5,28,23.2,120,1
3.6,7.7,30,19.5,179,1
3.8,8.5,28,11.1,165,1
4,7.3,31,21.1,193,1
3.8,6.8,30,24.4,190,1
3.5,7.6,28,14,148,1
4,8.7,26,24.8,199,1
3.7,8.6,26,14.1,136,1
3.9,7.2,28,13.6,117,1
3.5,7.7,31,11.6,191,1
3.8,7,30,22.2,142,1
4,8.5,29,12.9,123,1
3.6,8.1,28,23.6,103,1
3.8,7.4,28,18.8,105,1
3.9,8.3,26,17.8,144,1
3.5,7.9,29,34.1,161,1
3.5,8.7,27,17.6,139,1
3.8,8.1,29,16.3,170,1
3.5,7.7,30,16.2,171,1
3.6,7.2,31,17,167,1
3.7,7.2,27,16,119,1
3.9,7.3,32,10.9,135,1
3.8,8.5,28,18.2,155,1
3.6,7.6,26,22.7,137,1
3.7,8.6,26,14.7,145,1
3.6,7.5,30,29,170,1
3.6,8.1,29,16.2,142,1
3.8,7.1,32,23.6,129,1
3.5,8,27,16.9,136,1
3.7,6.9,30,11.8,200,1
3.7,8.2,32,24.2,145,1
3.8,7.9,30,20.9,167,1
3.6,7.1,30,17.2,181,1
3.8,7,28,20.1,162,1
4,8.6,28,24.5,161,1
3.7,8.5,29,24.9,195,1
3.8,8.2,26,11.7,102,1
3.6,7,28,24.8,164,1
3.8,7.7,30,22,137,1
3.8,8.5,27,21.1,156,1
3.9,7.7,29,11.5,139,1
3.8,7.5,30,17.3,125,1
4,8.7,27,15.9,126,1
4,7.7,41,12.7,160,1
4,6.8,30,23.8,193,1
3.8,8.3,30,12.1,132,1
3.7,8.6,32,16.6,138,1
4,8.6,26,22,178,1
4,6.9,26,11.1,118,1
3.6,7.7,31,22.7,165,1
3.9,6.9,29,10.4,124,1
3.6,8.1,41,17.2,195,1
3.5,8.7,39,18.4,199,1
3.9,8,29,11.4,172,1
3.9,7.6,31,15.3,119,1
3.9,8.1,31,23.9,141,1
3.5,8.7,32,16,161,1
3.8,7.9,26,21.8,158,1
4,7.4,27,15.3,100,1
3.9,7.1,26,14.3,182,1
3.9,8.7,28,10.4,200,1
3.5,7.9,27,21.3,108,1
3.7,7.8,31,22.5,105,1
3.5,7.3,30,17.1,118,1
3.8,8.3,27,23.2,138,1
3.8,7.8,29,12.8,140,1
3.9,7.7,29,18.1,116,1
3.7,7.7,32,14.3,116,1
3.7,7,32,10,123,1
4,6.8,30,17,155,1
3.6,8.2,29,21.8,175,1
3.9,7,28,13.2,152,1
4,7.9,32,23.9,107,1
3.6,7.5,26,18.2,119,1
3.8,6.8,26,23.1,195,1
3.5,7.3,31,17.2,184,1
3.6,6.9,32,17,113,1
3.7,6.8,29,23.1,136,1
3.9,8.6,27,11.9,187,1
4,7.7,31,16.6,140,1
3.6,8.5,30,22.3,185,1
3.8,7.2,32,23.9,156,1
3.8,6.9,26,19.3,106,1
3.5,8.3,33,20.6,152,1
3.8,7.7,29,22.2,156,1
3.8,8.1,26,22.6,193,1
3.5,8.7,26,20.1,120,1
3.5,8.5,32,17.2,162,1
3.8,7,29,17.8,174,1
3.9,7.2,29,18.1,145,1
4,8.3,28,15.3,166,1
4,7.9,32,12.3,123,1
3.6,8.3,26,22.2,152,1
4,7.8,34,12.6,191,1
3.9,7.6,32,15.8,179,1
3.6,7.5,32,16.7,112,1
3.6,6.8,28,21.5,167,1
3.9,8,31,22.8,114,1
3.5,7.7,30,22.2,133,1
3.7,8.5,26,21.4,148,1
3.7,8.5,26,14.8,114,1
3.9,8,28,10,169,1
4,7,27,16.9,185,1
3.5,7.2,27,10.1,142,1
3.9,8.7,27,13.9,109,1
3.5,7.6,28,25,189,1
3.6,8.4,30,21.2,131,1
3.6,8.7,26,16.2,195,1
3.6,7.4,29,17.5,132,1
3.7,7,30,23.7,197,1
4,7,30,19.2,191,1
3.6,7.7,28,16.9,126,1
3.9,7.7,26,11.7,172,1
3.5,7.5,29,24.5,110,1
3.7,8.6,27,16.2,134,1
3.9,8.3,27,17.9,128,1
3.9,8.6,31,24.7,153,1
3.6,7.4,30,13.3,129,1
3.8,7,31,17.4,160,1
3.7,8.4,34,18.2,104,1
3.7,8.7,26,21.5,103,1
3.7,7.1,31,23.9,110,1
3.5,6.9,32,19.4,193,1
3.6,7.6,28,14,139,1
3.8,7,31,13.6,142,1
3.8,7.3,30,11.1,175,1
3.8,7.7,32,12.1,103,1
3.9,7.4,28,20.2,177,1
3.8,7.8,28,11,135,1
4,8.2,26,17.6,160,1
3.6,8,29,16.9,182,1
3.6,7.4,27,17.3,117,1
4,8.7,32,12,138,1
3.7,7.4,26,12.8,123,1
3.9,7.1,26,23.2,178,1
4,7.5,28,17.5,132,1
3.8,8.7,32,16,162,1
3.7,8.4,27,10.9,161,1
3.7,8.1,30,12.6,106,1
3.7,7.3,31,13.6,178,1
3.5,7.7,27,14.9,120,1
3.5,7.1,28,15.6,194,1
3.5,6.9,29,10.8,177,1
4,7.9,32,10.4,156,1
3.6,7,32,22.5,130,1
3.5,8.6,26,10.5,150,1
3.8,8.5,26,22.1,193,1
3.9,7.4,30,16,180,1
4,8.4,29,10.5,138,1
3.6,8.2,31,13.4,190,1
3.9,7.7,29,18.5,167,1
3.8,7.3,28,21.5,147,1
3.6,7.5,26,21.3,107,1
3.8,7.3,32,12.1,119,1
3.9,8.2,27,18,143,1
3.9,8.3,32,20.5,186,1
3.5,7.8,31,16.6,182,1
3.7,7.5,28,19.4,193,1
3.9,6.8,26,10.7,163,1
3.7,8,31,17.5,119,1
3.5,7.8,32,17.8,105,1
3.5,8,30,23.9,180,1
3.8,7.8,28,22.8,151,1
3.6,7.3,29,28.3,154,1
3.7,7.2,30,17.8,192,1
3.5,7.3,32,24,119,1
3.5,8.7,31,12.4,135,1
4,8.1,28,21.3,189,1
4,8.7,29,24.7,179,1
3.8,7.6,31,22.2,131,1
3.7,8.3,30,10.3,185,1
3.6,6.9,26,17.1,182,1
3.8,8,27,15,135,1
3.7,7.8,30,24,114,1
3.9,8.3,32,15.4,182,1
3.9,7,37,24.5,170,1
3.6,7.8,27,10.3,141,1
3.7,8.1,26,23,106,1
3.8,7.5,28,16.4,199,1
3.9,7.9,32,20.8,109,1
3.8,7.7,27,23.1,195,1
3.8,8.6,31,10.5,173,1
3.5,8.3,31,10.8,138,1
4,7.3,30,26.5,120,1
4,6.8,29,16,152,1
3.9,8.3,26,21.7,196,1
3.6,8.5,26,21.6,119,1
3.6,6.8,30,14.5,175,1
4,7.7,29,10.5,153,1
3.7,7.7,31,13.5,100,1
3.5,7.3,30,12.4,183,1
3.6,7,26,22.4,113,1
3.7,7.4,29,17.6,164,1
3.7,8.7,30,22.2,185,1
3.5,7.7,31,13.8,136,1
3.9,7.6,26,19.3,185,1
3.5,7.4,31,16.4,164,1
3.7,8.1,26,21.8,166,1
3.5,8.3,26,13.8,166,1
3.7,8,30,14.3,136,1
3.8,8.3,43,24.3,154,1
3.9,7.5,27,21,152,1
3.9,8.6,32,12.6,169,1
3.6,8,27,17.3,112,1
4,8.5,26,23.9,139,1
3.5,8.1,30,20.5,197,1
3.6,7.9,31,24.9,176,1
3.8,7.9,27,11.9,128,1
3.5,6.9,27,24.2,163,1
3.6,6.9,27,24.3,116,1
3.6,8.5,28,18.5,200,1
3.8,7.9,29,24.9,167,1
3.6,6.8,29,14.3,113,1
3.9,7.9,31,16.8,113,1
3.6,8.4,28,17,116,1
3.8,8.6,29,18.7,115,1
3.9,8.6,26,24.6,110,1
3.8,8.5,31,16.6,119,1
3.8,7.2,32,22,111,1
3.7,7.1,26,16.4,188,1
4,8.3,30,13.9,136,1
3.5,8.7,28,17.4,128,1
3.9,8.7,29,19.6,159,1
3.9,8.7,32,19,110,1
3.7,7.2,28,13.2,180,1
3.7,6.9,30,11.2,190,1
3.6,6.8,31,15.3,141,1
3.6,7.7,30,12.2,143,1
3.7,7.1,28,22.4,117,1
3.6,7.2,32,17.1,140,1
3.9,8.2,30,24.8,194,1
3.7,8.3,27,12.9,168,1
3.6,7.9,26,20.9,174,1
3.9,7.8,30,18.5,134,1
3.5,7.6,29,11.3,152,1
3.9,7.4,26,29.2,157,1
3.7,8.3,27,20.7,139,1
3.8,7.6,30,15,184,1
3.5,8,30,11.2,199,1
3.5,7.9,29,10.4,134,1
3.8,7,31,14,194,1
3.7,8.4,26,10,132,1
3.8,8,30,21.1,190,1
3.7,8.5,30,13.8,185,1
3.8,6.9,27,14.1,183,1
3.7,7.3,31,18.9,148,1
3.7,7.7,32,21.4,186,1
3.7,6.9,28,23.5,120,1
3.5,7.3,30,15.3,190,1
3.9,8,29,21.4,143,1
3.7,8.6,27,17.8,170,1
3.5,8.1,28,23.9,106,1
3.5,8.4,26,13.6,154,1
4,7.9,27,16.9,158,1
3.6,7.6,28,23.8,114,1
4,8.7,28,19.3,182,1
3.9,8.5,27,23.7,180,1
3.8,8.3,28,15.6,147,1
3.7,7.1,29,24.8,112,1
3.5,8.2,30,24.9,118,1
3.6,6.9,30,11.3,200,1
4,8.3,26,20.7,163,1
3.8,8.6,28,14.4,167,1
3.7,8.4,32,15.8,100,1
3.6,7.9,26,18.5,150,1
3.8,8.5,28,15.9,187,1
3.5,7.1,37,18.8,117,1
3.9,6.9,29,24.8,133,1
3.9,8.2,29,24.8,148,1
3.5,8.7,29,15.9,116,1
3.8,7.8,28,21.4,123,1
3.8,8.1,28,20.8,191,1
3.7,7.9,28,18.3,167,1
3.6,8.7,29,18.1,169,1
3.9,8.6,28,18.9,155,1
3.8,7,31,20.7,125,1
3.8,8.5,29,17.3,114,1
3.6,8.1,37,21.6,112,1
3.5,7.7,27,21.3,190,1
4,7.7,32,16.6,170,1
3.6,7.8,29,19.6,175,1
4,7.1,32,18.9,145,1
3.7,8.5,26,13,108,1
3.9,8.6,29,14.5,177,1
3.9,7.3,27,18.7,156,1
3.8,7.1,26,11.6,115,1
3.5,8.6,27,12.9,174,1
4,7.7,30,17.1,178,1
3.9,6.9,31,19.3,158,1
3.9,8.1,32,22.4,198,1
3.9,7.9,30,11.7,192,1
3.9,8.5,38,19.7,118,1
3.5,7.6,26,19.5,173,1
3.7,7.5,32,13.5,109,1
3.6,8.5,27,22.2,191,1
3.9,8.3,30,13.2,138,1
3.9,7.8,27,14.4,185,1
3.9,7.2,29,24.2,174,1
4,8.5,30,24,142,1
4,8.2,28,15.8,161,1
4,8.3,29,15.7,176,1
3.8,8,32,24.5,142,1
3.5,7.2,30,20.8,152,1
3.6,8.6,26,23.4,172,1
4,7.6,26,24.6,166,1
4,7.3,29,22.2,161,1
4,7.5,32,25,141,1
3.8,7.6,32,31.9,163,1
3.9,7.3,27,10.8,186,1
3.6,7.3,30,20.7,154,1
3.8,7.4,29,22.1,186,1
3.6,7.4,27,12.6,134,1
3.5,8.1,27,22.8,104,1
3.8,8.2,31,16.7,197,1
3.5,6.9,32,20.1,127,1
3.7,8.5,30,13.7,192,1
3.9,8.4,27,12.8,117,1
3.9,6.9,31,11.2,104,1
3.6,8.6,32,12.1,170,1
3.9,7,28,22.3,121,1
3.7,8,26,23.8,101,1
3.5,7.9,27,11.1,145,1
3.5,6.8,29,11.8,101,1
4,7.6,27,24.8,162,1
3.8,8.4,26,21.7,171,1
4,7.6,27,11.7,138,1
3.8,8.5,32,18.7,188,1
3.7,7.8,32,13.7,165,1
3.5,6.8,32,12.7,154,1
3.8,7.4,31,12.7,196,1
4,8.5,30,11.9,137,1
3.8,8.4,26,15,159,1
3.9,8,29,22.7,143,1
3.5,7.4,28,17.3,153,1
3.6,8.7,27,11.2,128,1
3.5,6.9,31,14.5,123,1
3.9,7,30,14.4,172,1
3.8,8,30,23.8,157,1
3.6,8.3,30,16.6,148,1
3.7,7.8,28,19.2,189,1
4,8.5,32,18.3,110,1
3.5,8.7,30,24.4,178,1
3.5,8.3,29,32,108,1
3.7,7.8,30,18.2,121,1
3.5,6.9,31,10.4,171,1
3.9,8.5,28,13.1,155,1
3.9,7.9,28,21.1,166,1
4,6.9,28,14.9,101,1
3.5,7.7,44,15.1,163,1
3.7,7.4,26,20.1,148,1
3.8,6.9,27,23,169,1
3.5,7.1,41,23.4,115,1
3.8,7.4,30,11.2,146,1
3.7,6.8,30,18.1,161,1
3.7,7.7,40,13.7,149,1
3.8,6.8,30,18.2,193,1
3.7,7,31,23.5,186,1
3.7,7.2,30,14,144,1
4,7,28,11.7,182,1
3.9,7.4,32,15.3,173,1
4,6.9,29,11.6,121,1
3.7,6.8,28,12.4,101,1
3.7,8.3,27,16.9,113,1
3.8,8.5,27,12.8,169,1
3.5,8.4,31,22.3,119,1
3.8,6.9,31,23.8,149,1
3.5,7,32,17.4,181,1
3.9,8.7,27,15.1,192,1
3.8,7.5,35,11.8,122,1
3.6,7.1,28,13.2,135,1
3.7,8.5,38,19.2,147,1
3.5,7.6,41,21.4,137,1
3.9,7.1,31,13.8,134,1
3.9,8.2,26,18.1,116,1
3.9,8.3,29,20.1,173,1
3.7,8.4,32,20.1,113,1
3.9,8.5,31,17.8,141,1
3.8,8.2,32,11.4,194,1
3.8,7.2,28,23.3,175,1
3.9,8.1,26,24.6,151,1
3.7,8.2,27,10.2,123,1
4,7.6,30,10.8,165,1
4,7.2,31,11.5,123,1
4,8.2,26,13.4,187,1
3.6,8.1,29,16,159,1
3.7,7.8,26,23.9,113,1
4,8.4,44,15.5,158,1
3.6,7.1,30,10.9,124,1
4,8.6,29,22.4,175,1
3.5,8.1,26,14.7,141,1
3.7,7.6,28,19.9,110,1
3.8,7.1,29,10.2,198,1
3.5,7.6,31,10,169,1
3.5,8.6,27,10.8,120,1
3.9,8.3,30,14.8,162,1
4,7.2,32,24.7,103,1
3.8,7.4,30,20.3,189,1
3.8,8.3,30,10.3,119,1
3.5,7.2,28,16.2,185,1
3.5,8.4,32,24.4,174,1
3.6,7.4,29,15.3,112,1
3.7,8.7,28,24.4,140,1
3.7,7.9,28,14.6,129,1
3.9,7.2,31,18.8,143,1
3.5,7.2,32,20,158,1
3.7,6.9,32,23.5,117,1
3.6,8.2,31,11.8,197,1
4,8.6,27,21.7,120,1
3.5,7.8,27,17.3,105,1
3.7,8,32,22.7,138,1
3.7,8.7,31,12.6,118,1
3.5,8.1,31,19.7,139,1
3.5,7.3,32,16.6,108,1
3.9,7.3,26,21.7,171,1
3.8,7.8,32,20.4,156,1
4,8,30,20.5,144,1
3.5,6.9,26,22.1,139,1
3.5,7.8,32,25,115,1
3.8,7.4,27,24.5,125,1
3.9,7.5,27,13.6,106,1
3.8,7.2,30,16.5,190,1
3.5,7.1,26,18.6,171,1
4,8.3,27,20.9,154,1
3.6,8.3,31,23.1,193,1
4,7.8,26,17.2,164,1
3.5,8.5,31,18,120,1
3.9,8.2,29,13.8,176,1
4,8.5,27,21.5,117,1
3.8,6.9,32,17.4,138,1
3.5,6.9,31,10.9,160,1
3.5,7.6,27,21.1,156,1
3.8,7,31,21.3,192,1
3.7,7.9,30,23.8,104,1
3.6,8.1,34,12.6,150,1
4,7.6,28,17.9,168,1
3.7,7,28,21.8,117,1
3.6,7.5,30,14.3,177,1
3.8,7.9,26,10.8,169,1
3.8,8.4,26,23.8,140,1
4,8.1,29,23.3,162,1
3.5,8.3,29,21,153,1
4,6.8,32,12.8,145,1
3.9,7.6,29,16.8,200,1
3.5,8.6,29,16,101,1
3.7,8.7,28,24,112,1
3.5,7,32,17.5,102,1
3.7,8.7,30,14.6,156,1
3.6,7.1,26,21.2,173,1
3.8,7.4,32,20.8,150,1
4,8.5,27,18.9,107,1
3.7,7,30,15.8,101,1
3.7,8.7,26,22.2,115,1
3.9,7.2,30,18.5,140,1
3.9,8.6,30,15.8,125,1
3.7,8.5,26,22.6,200,1
3.9,8.7,28,18.3,124,1
3.5,8.6,29,21.6,143,1
3.9,7.1,27,14.8,195,1
4,6.9,28,14.1,180,1
3.5,7,31,13.4,107,1
3.9,7.2,30,22.8,173,1
3.7,6.8,29,18.8,109,1
4,7,27,19.5,164,1
3.8,8.4,33,15.4,193,1
4,8.7,28,21.1,176,1
3.5,8.3,27,22.5,166,1
3.6,6.9,27,22.6,117,1
3.9,8.6,27,16.3,154,1
3.9,7.6,29,18.8,157,1
3.6,8.7,31,10.8,136,1
3.7,8.5,29,17.2,188,1
3.8,8.3,29,21.3,180,1
3.8,7.8,30,20.6,169,1
3.5,8.1,32,18.2,195,1
3.9,7.5,26,21.8,107,1
3.9,8.2,29,17.8,124,1
3.6,8.3,39,24.5,135,1
3.5,7.5,26,24.4,164,1
3.6,7.4,32,15.7,109,1
4,7.7,31,23,143,1
3.8,7.1,30,12.1,174,1
3.9,7.8,30,23.5,156,1
3.7,6.8,31,15.1,200,1
3.9,8.6,31,21.7,168,1
3.8,8.4,31,12.3,172,1
3.5,7.5,27,19.7,109,1
3.7,8.4,32,19.1,125,1
3.5,8.4,29,21.2,189,1
3.5,7.1,28,23.3,119,1
3.7,8.4,28,10,165,1
3.9,7.6,27,16,197,1
3.8,7.9,28,17.6,133,1
3.6,7.2,27,12.5,154,1
4,7.2,28,31.2,108,1
3.6,8.3,26,19.4,178,1
3.6,7.8,32,11.5,179,1
4,7,31,24.9,184,1
3.9,8.2,29,13,126,1
3.6,7.6,28,10,130,1
