DO(ppm),pH,Temperature(*C),Salinity(ppt),TDS,Health
3.9,8.6,26,20.6,148,1
3.9,8.2,32,14.7,106,1
3.6,7.3,37,12.5,198,1
3.8,8,30,16.8,119,1
3.9,8.3,30,13.2,109,1
3.5,8.1,29,21.4,125,1
4,8.6,28,18.8,110,1
3.7,8,30,25,103,1
3.5,7.6,30,11,189,1
3.5,7.4,31,24.9,177,1
4,7,32,14.5,183,1
3.6,8,26,18.6,153,1
4,8.1,29,11.1,113,1
3.7,8.6,26,12.7,165,1
3.7,8.2,31,20.9,198,1
4,7.8,31,24.2,111,1
4,7.8,32,11.7,196,1
4,8.6,28,18.9,154,1
3.9,8.7,32,16.6,136,1
3.8,8.2,31,11.7,168,1
3.6,8.1,31,21.1,148,1
3.9,7.2,31,10.9,130,1
4,7.8,28,15.6,166,1
4,8,28,23.6,124,1
3.6,8.1,27,22.1,137,1
3.7,8.6,27,11.2,161,1
4,7.3,29,19.1,189,1
3.9,8.7,28,14,154,1
3.9,8.7,30,20,106,1
3.8,7.8,26,16,149,1
3.7,8.7,30,18.6,101,1
3.8,8,29,24,130,1
4,7.9,32,17.4,172,1
3.9,7.6,32,18.6,182,1
3.6,8.4,32,19.4,146,1
3.6,7.2,26,18.1,103,1
3.6,7.1,29,21.9,180,1
3.8,6.9,26,15.9,128,1
3.9,8.7,26,13.6,110,1
3.8,8.6,29,17,181,1
3.5,8.6,32,13,144,1
4,8.3,29,13,193,1
3.8,7.8,26,22.5,142,1
3.8,7.6,30,19.9,125,1
3.6,7.9,29,13.4,139,1
4,7,27,14.6,166,1
3.5,7.3,26,15.5,150,1
3.5,7.1,29,14.4,135,1
3.6,8.1,30,21.4,178,1
3.8,7.2,29,11.9,174,1
4,7.2,30,18.3,154,1
4,7.7,32,11.1,177,1
3.5,6.9,26,20,158,1
3.6,7.9,31,21.7,196,1
4,7.5,26,24.9,192,1
4,7.2,30,19.5,124,1
3.7,8.3,27,12.4,147,1
3.8,8.4,32,16.2,147,1
3.8,7.4,35,24.7,134,1
4,8.6,28,14.7,180,1
3.8,7.9,29,11.6,171,1
3.8,8.2,27,18.7,123,1
3.9,7.9,29,19,183,1
3.9,7.3,36,23.4,112,1
4,8.1,31,22.5,155,1
3.5,7.9,29,23.4,133,1
3.5,6.8,30,10,112,1
3.7,7.9,32,22.5,106,1
3.6,7.3,32,19.6,193,1
4,7.7,26,22.9,149,1
4,7.8,32,20.4,177,1
4,8,30,23,160,1
3.6,8.6,29,19.6,141,1
3.8,7.3,28,13.3,130,1
3.7,7.4,32,11.1,190,1
4,8.2,29,12.9,146,1
4,6.9,27,13,166,1
3.8,7.3,29,16.1,107,1
3.8,8.4,28,19.2,158,1
3.8,8.5,27,12.8,101,1
3.7,7.3,27,21.7,103,1
3.7,8.7,29,20.7,134,1
3.7,7.7,28,11.4,124,1
3.5,6.8,30,21,188,1
3.6,7.9,45,20.6,103,1
3.5,8.2,30,17.8,145,1
3.5,8.3,30,24.9,184,1
3.8,7.5,30,16.8,108,1
3.5,7.7,30,24.3,115,1
3.9,7.2,26,32.5,184,1
3.6,8.7,32,10,171,1
4,6.9,26,23.7,196,1
3.9,8.1,26,23.3,131,1
3.6,8.6,26,15.8,135,1
3.9,6.8,29,14.8,109,1
3.6,6.9,26,15.1,187,1
3.7,7,30,15.5,152,1
3.8,8.7,30,31.2,180,1
3.8,7,29,18.4,142,1
3.9,7.6,30,12.4,147,1
3.7,8.4,31,21.3,162,1
3.9,8.4,32,12.9,194,1
3.5,7.8,28,17.1,184,1
4,7.3,30,17.4,138,1
3.7,8.7,30,19.5,179,1
3.6,7.1,27,17,110,1
3.9,8.5,27,15.9,179,1
3.6,7.5,29,22.9,154,1
3.7,8.1,30,18.8,157,1
3.9,7.3,28,14.6,144,1
4,8.6,27,14.4,114,1
3.9,7.8,32,13.1,184,1
4,8.4,27,16.1,148,1
3.8,6.9,31,19,108,1
3.9,7.5,32,16.6,178,1
3.9,8.3,26,20.2,115,1
3.5,7.6,32,21,147,1
3.8,8.3,31,13.5,143,1
3.7,8.7,40,17.8,148,1
3.6,8.1,31,10.4,122,1
4,8.2,31,16.8,120,1
3.6,8.5,32,20,179,1
3.7,8.3,31,13.5,191,1
3.8,8.7,27,19.4,141,1
3.8,8.6,30,20.2,115,1
3.5,7.9,35,14.1,176,1
3.7,7.8,30,18.7,119,1
3.9,7.6,32,22.4,179,1
3.6,8.4,29,17.5,102,1
3.8,7.5,28,16.7,112,1
3.8,7,30,21,191,1
3.8,7.5,32,14.1,158,1
4,7.5,29,14.3,185,1
3.8,8.3,32,34.8,174,1
4,8,42,13.3,161,1
3.9,6.8,32,24.7,164,1
3.9,8.6,27,24.6,162,1
3.7,7.8,30,24.9,157,1
4,8.5,28,19.5,200,1
3.5,8.5,27,13.5,100,1
3.7,7.5,27,24.9,144,1
3.8,7.4,29,22,103,1
3.6,7,26,22.3,169,1
3.5,7.7,29,21.6,155,1
3.9,8.4,29,18.8,163,1
3.5,7.7,30,21.9,103,1
3.8,6.8,31,15.5,187,1
3.9,7.1,30,20.7,115,1
4,8.1,29,15.8,106,1
3.8,8.7,32,22.7,161,1
3.9,6.8,29,23.1,179,1
3.9,7.2,28,11.6,150,1
3.9,6.9,29,13.6,145,1
3.7,8.4,29,21.9,127,1
3.8,7.1,30,13.1,198,1
3.5,7,32,20.9,165,1
4,7.1,31,19.2,197,1
3.7,7.1,27,12.3,139,1
3.7,7.2,31,12.3,194,1
3.8,8.4,26,10.6,181,1
3.6,7.2,30,23.1,128,1
3.6,8.4,27,14.4,180,1
4,8,26,12.6,189,1
4,8.1,42,16.4,199,1
3.8,7.2,29,15.3,192,1
4,7.5,28,13.4,159,1
4,7.1,29,16,161,1
4,7.4,32,23.2,171,1
3.9,7,26,10.7,107,1
4,7.7,31,24.5,124,1
3.5,8.4,31,20.4,146,1
3.5,7,26,17.2,104,1
3.5,7.9,26,15.8,183,1
3.6,7.3,32,20.8,198,1
3.9,7.3,32,16.9,103,1
3.5,8.4,30,22.1,180,1
3.6,7.3,28,18.8,195,1
4,8.1,28,18.4,155,1
3.5,8,29,12.9,133,1
3.7,7.2,32,17.6,102,1
3.6,8.5,30,24.7,122,1
3.9,8.7,27,15,141,1
3.8,7,28,16.6,136,1
3.5,7.3,30,14.4,165,1
3.8,8.7,32,15.2,198,1
3.5,8.4,32,11.7,157,1
3.9,8.2,29,11.9,199,1
3.9,7.4,31,24.7,105,1
3.6,7.3,32,19.7,164,1
3.8,8.1,31,18.9,140,1
3.8,8.4,30,13.7,138,1
3.6,8.1,28,19.7,158,1
3.5,8.6,29,11.5,157,1
3.7,7,32,19.2,184,1
3.9,7.8,31,24.6,124,1
3.7,8.5,35,13.3,174,1
3.5,7,27,24.9,127,1
3.7,7.5,31,21.4,164,1
3.9,7.8,32,15.5,151,1
4,8.4,28,18.9,135,1
3.8,8,28,12.3,177,1
3.5,8.1,31,17.1,158,1
3.6,7.2,28,14.7,110,1
3.5,7.1,31,13.7,143,1
3.9,8.4,30,19.9,143,1
3.7,7.5,30,13.2,163,1
3.9,7.9,27,10,126,1
3.5,8.4,29,20.7,125,1
3.5,7.8,27,23.3,119,1
3.5,7.1,29,15.3,142,1
3.7,8,31,12.3,115,1
3.7,8.4,26,19.4,191,1
4,7.3,32,19.1,143,1
3.9,7.7,30,12.3,194,1
3.6,8.4,30,23.2,148,1
4,7.6,26,10.7,192,1
3.8,8.5,32,20.3,155,1
3.6,6.9,32,10.6,106,1
3.5,8.1,28,22.1,101,1
3.8,7.5,29,20.6,182,1
3.7,7,26,14.5,116,1
3.7,7.3,26,13.5,173,1
3.9,7.4,31,12.7,196,1
3.8,7.7,28,14.9,168,1
4,7.7,29,21.9,176,1
3.7,7.9,26,18.2,113,1
3.7,7.6,30,12.1,160,1
3.6,7.2,27,21.1,199,1
3.8,8.2,27,16.9,151,1
3.8,6.9,29,18.6,149,1
3.6,7.2,29,19.7,128,1
3.8,7.8,26,17.3,158,1
3.8,7.7,26,24.9,125,1
3.8,6.8,30,18.1,186,1
3.5,7.7,29,12.6,104,1
3.7,6.8,31,22.4,161,1
3.9,7.1,31,16.9,111,1
3.9,8.7,30,15.3,116,1
3.9,7.4,29,18.7,199,1
3.7,8.3,31,18.1,106,1
4,7.2,44,13.7,101,1
4,8,31,22.3,126,1
3.6,7,32,10.2,172,1
3.5,8.1,29,21.3,163,1
3.9,8.6,27,18.6,143,1
4,7.5,30,22.5,113,1
3.7,7.9,29,16.9,141,1
3.5,8.2,26,24.7,108,1
3.6,8.5,32,21,125,1
3.5,7.1,29,17.9,115,1
3.7,8.3,28,22.8,158,1
3.5,8.2,31,10.7,119,1
3.6,6.9,32,19.5,188,1
3.5,7.3,29,17.4,181,1
3.8,7.7,28,16.1,182,1
3.9,7,31,11.7,119,1
4,8,27,21,101,1
3.7,6.9,30,11.6,195,1
3.8,8.5,31,16.6,171,1
3.5,8.5,29,23.1,173,1
3.6,8,30,21.5,162,1
3.8,7.2,31,19.8,156,1
3.9,7,29,16.8,162,1
3.6,7.3,26,13.8,174,1
3.5,8,28,17.9,192,1
3.6,6.8,32,15.7,117,1
4,8.4,26,12.8,102,1
3.5,7.1,28,18.8,103,1
3.8,8.4,28,14.3,129,1
3.7,8,31,23.2,151,1
3.8,7.5,28,21.1,179,1
3.8,8.5,27,16.9,144,1
3.5,8.1,31,11.8,185,1
3.6,8.1,30,12.7,118,1
3.7,7,32,24.6,131,1
3.8,7.4,31,12.1,163,1
4,7.8,28,10.2,163,1
3.8,8,27,22.2,126,1
3.9,8,29,22.1,195,1
3.6,7.7,26,14.5,167,1
3.5,8.3,29,16.5,149,1
3.6,7.2,27,16.6,151,1
3.7,8,29,11.8,110,1
3.9,8.1,26,17.6,103,1
3.6,8.2,30,16.2,192,1
3.7,7.5,26,17,156,1
4,8.5,31,20.1,144,1
4,7.9,32,24.8,143,1
3.6,8.5,26,16,183,1
3.7,7.1,26,19.4,173,1
3.7,7.1,26,14.2,109,1
4,8.4,29,23.9,187,1
3.7,7.8,27,15.8,157,1
4,8.1,30,24.5,161,1
3.5,8.6,29,17.6,160,1
3.7,7.6,30,18.9,185,1
3.6,8.3,30,24.9,196,1
3.9,8.6,29,24.4,186,1
3.8,8,32,10.9,113,1
3.9,7.3,32,19.5,184,1
3.6,8.1,33,22,148,1
4,7.9,32,14.3,144,1
3.6,7.7,29,22.4,200,1
4,8,26,16.4,155,1
4,7.2,28,13,101,1
3.8,7.9,28,22.4,169,1
3.5,7.9,30,21.3,189,1
3.8,7.4,32,15.5,108,1
4,8.7,30,21.9,174,1
3.6,8.4,31,19.1,156,1
3.6,6.8,29,20.7,117,1
3.7,8.3,30,19.5,133,1
3.7,8.5,28,15.9,111,1
4,7.7,32,13.9,150,1
3.5,8.2,31,15.8,179,1
3.7,8.3,27,21.5,143,1
3.9,8,31,31.2,189,1
3.9,7.1,29,11.9,169,1
3.7,8,31,18.2,145,1
4,8.3,31,19.4,198,1
3.8,8.3,27,20.5,121,1
3.7,8.6,31,17.1,108,1
3.9,7.2,26,10.6,191,1
3.7,7.4,30,17.3,149,1
4,8.3,28,15.2,103,1
3.5,7.9,26,19.8,158,1
4,8,31,26.1,161,1
3.7,8.1,30,10.6,116,1
3.8,8.2,29,13.3,172,1
3.5,7.2,32,20.9,105,1
3.5,8.4,29,11.9,173,1
3.5,7.5,26,20.8,163,1
3.6,7.4,31,16.1,115,1
3.6,7.3,32,12.1,196,1
3.8,7.3,31,18,161,1
3.9,6.8,26,12.4,170,1
3.9,7.2,28,15,113,1
3.6,8.1,26,11.5,187,1
3.8,7.6,32,10,108,1
3.7,8.4,30,14.4,140,1
3.7,8,27,19.5,164,1
3.8,8.4,29,12.1,117,1
4,7,27,15.7,156,1
3.7,8.2,29,24.9,161,1
3.9,7.6,34,14.5,186,1
3.6,8.3,32,24.3,200,1
4,7.3,30,14.3,171,1
3.8,7.2,31,20.3,181,1
3.7,7.3,26,24.4,190,1
3.8,8.6,32,21.6,115,1
3.9,7.9,30,11.4,179,1
3.9,8,28,18.5,195,1
3.6,7.2,37,24,123,1
3.8,7.2,45,10.5,113,1
3.8,8.1,28,18.3,107,1
3.5,8,28,17.7,146,1
3.5,8.4,31,16.6,143,1
4,7.1,30,18.7,163,1
3.7,8.7,30,25,150,1
3.5,7.5,30,12.4,101,1
3.7,8.3,27,12.4,127,1
3.7,8.2,26,20.4,154,1
3.7,8,29,15.6,163,1
3.8,8,27,16,165,1
3.5,7.8,28,11.2,183,1
3.6,7.2,29,19.2,190,1
3.8,6.9,26,22.1,154,1
3.9,8.3,27,14.9,168,1
3.6,6.9,32,19.1,166,1
3.6,7.4,26,16.9,174,1
3.6,8.1,27,23.9,147,1
3.5,7.3,30,14.7,185,1
3.6,7.5,31,17.8,161,1
3.5,8.4,30,15.9,137,1
3.7,8.5,26,21.7,120,1
3.8,8.5,32,10.8,191,1
3.6,7.6,29,18.6,104,1
4,8.2,28,11.4,122,1
3.5,6.9,31,17.8,106,1
4,8.6,30,19.5,107,1
3.5,8.5,31,13.1,172,1
3.5,7.6,26,19.8,192,1
3.6,8.6,27,23.2,199,1
3.7,7.7,28,17.1,148,1
3.9,7.2,40,10.9,175,1
3.5,7.2,31,23.5,200,1
3.9,7.7,29,22.8,169,1
3.6,8.2,28,20.3,118,1
3.5,7.7,26,21.3,119,1
4,7.1,28,10.7,150,1
4,8.7,26,21.9,200,1
4,8.7,28,23.1,188,1
3.7,7.5,32,20.5,118,1
3.9,7.5,31,19.6,185,1
3.6,7.9,39,22.1,160,1
3.8,7.4,28,17.2,111,1
3.5,7.6,31,17,140,1
3.6,6.8,26,14.5,185,1
3.9,7.3,32,23.1,113,1
3.7,8.2,32,24.7,145,1
4,7.3,26,20.7,182,1
4,7,29,21.2,195,1
3.5,7.2,30,11.9,106,1
3.6,8.1,32,22.1,147,1
3.6,8,30,15.1,165,1
3.7,7,29,13.8,199,1
3.5,8.6,28,14.7,137,1
4,7.5,27,20,161,1
3.5,6.9,28,14.7,151,1
3.8,8.2,27,15.1,110,1
4,7.7,30,13.9,182,1
3.7,7.5,28,25,113,1
3.9,8.2,29,10.4,125,1
3.5,7.3,27,24.3,195,1
4,6.9,29,12.2,184,1
4,7.9,29,20.6,156,1
3.7,8.3,30,12.4,138,1
3.5,7.4,26,14.7,159,1
3.9,7.4,26,12.2,163,1
3.8,8.2,27,10.2,167,1
3.5,8.4,40,16.7,132,1
3.9,8,30,22.2,102,1
3.7,6.9,31,22.8,137,1
3.8,7.8,28,11.8,171,1
3.5,7,32,20.3,157,1
3.7,8.1,29,20.6,161,1
4,8.2,30,24.5,100,1
3.5,7,31,19.6,182,1
3.9,7.9,32,12.7,172,1
4,8.5,32,14,123,1
3.7,8.5,32,19.5,182,1
3.9,8.1,30,13.6,200,1
4,7.1,32,18.2,170,1
3.6,7.2,28,22.4,170,1
3.8,7.8,31,21.7,108,1
3.9,7.8,29,23.1,130,1
3.5,7.8,28,21.9,116,1
3.6,6.8,28,19.4,106,1
4,7.9,27,21.1,132,1
3.8,7.1,27,18.9,164,1
3.7,7.2,32,17,177,1
4,7.9,31,24.9,163,1
3.5,8.4,32,23.1,148,1
3.6,7.1,29,24.9,163,1
3.7,8.7,29,19.1,127,1
3.9,7.5,26,24.4,149,1
3.9,6.8,31,15.1,120,1
3.8,7.3,30,12.5,198,1
3.8,6.9,28,12.6,178,1
3.6,8.1,26,24.2,165,1
4,8.5,27,12.2,146,1
3.9,6.8,29,20.6,180,1
3.5,8.2,31,21.4,111,1
3.5,8.3,27,14.2,196,1
4,7.3,27,21.6,136,1
3.5,8.3,28,21.4,153,1
3.7,7,32,13.9,146,1
3.9,7.3,31,11.8,113,1
3.6,7.1,29,21.3,176,1
3.5,7.4,30,15.5,100,1
3.9,8.2,27,16.1,145,1
4,7,27,15.4,173,1
3.7,6.9,28,13.5,117,1
3.7,7.5,27,14.6,149,1
3.9,8.1,32,26.8,164,1
3.5,8.5,28,15.5,184,1
4,8,27,24.2,197,1
3.6,7.9,28,14.8,175,1
3.9,8.1,32,17.1,186,1
4,7,27,22.3,184,1
3.8,6.9,30,14.8,131,1
3.5,8.7,30,18.2,108,1
3.9,7.9,31,13.5,143,1
3.9,6.8,32,24.3,162,1
4,7,28,22.5,119,1
3.5,7.5,31,20.3,195,1
3.5,8.7,45,15,135,1
3.9,8,27,17,154,1
3.5,7.4,32,21.9,114,1
3.7,8.2,30,15.5,161,1
3.8,8.1,30,23.6,111,1
3.5,7.2,31,21.8,103,1
4,8.1,29,17.2,155,1
3.7,7,28,13.3,192,1
3.5,8.1,31,28.6,121,1
4,8.1,30,10.9,105,1
3.8,7.9,26,18.5,133,1
3.9,7.4,29,20,125,1
3.6,7.4,30,15.6,125,1
3.9,8.3,32,13.5,125,1
4,8.1,29,17.9,155,1
3.5,8.5,29,12.2,147,1
3.7,7.1,27,21,114,1
4,8.7,31,21.5,185,1
4,7.9,29,24,106,1
3.9,8.1,26,18.6,167,1
4,7.2,30,17.7,182,1
3.6,7.6,26,25,135,1
3.9,7.5,26,14.1,161,1
3.5,7.9,31,23.5,127,1
3.8,8.4,27,15,189,1
3.8,7.6,36,12.2,190,1
4,7.3,26,13.2,192,1
4,7.4,29,16.2,117,1
4,7.2,31,21.6,195,1
3.6,8.2,26,22.9,171,1
3.8,8.2,27,23.9,104,1
3.5,7.9,32,14.5,139,1
3.5,8.1,32,21.1,109,1
3.6,8.6,31,17.5,161,1
3.5,7.2,31,20.2,123,1
3.9,8,29,20.8,199,1
3.9,7.8,26,13.1,179,1
3.6,7.4,26,15.9,122,1
3.9,8.1,32,17.3,146,1
3.7,7.8,26,20.3,162,1
3.6,7.8,30,17.2,189,1
3.9,7.4,30,19.9,136,1
3.8,7.9,30,13.3,169,1
4,6.8,32,11.9,175,1
3.5,7.2,26,19,163,1
3.8,8.3,29,22.3,143,1
3.7,8.4,27,15.5,128,1
3.5,6.8,28,22.5,194,1
4,7.2,32,12.8,156,1
4,8.5,26,22.1,186,1
3.5,7.9,26,12.2,119,1
3.9,6.9,28,11.9,149,1
3.7,7.2,32,18,114,1
3.5,7.7,30,18.7,194,1
3.9,7.4,32,22.2,190,1
3.7,7,31,21,134,1
3.6,8.7,32,14.3,125,1
3.7,7.6,31,22.5,166,1
3.8,7.7,27,12.3,153,1
3.8,7.6,29,22.2,151,1
3.8,7.9,26,26.7,146,1
3.9,7.8,27,17.2,154,1
4,8.2,28,20.3,166,1
3.7,8.7,28,21.2,173,1
3.8,8.7,30,20.8,157,1
3.6,7.7,31,13.1,173,1
3.6,7,27,14.1,121,1
3.6,7.9,30,12,196,1
3.9,7.9,31,18.3,148,1
3.8,7.2,26,15.3,113,1
3.7,8.6,28,13.2,158,1
3.6,8,27,16.8,176,1
3.8,8.2,30,16.4,154,1
4,8.4,30,17.5,181,1
3.9,8.1,26,16.8,153,1
3.7,7.9,32,17.5,118,1
3.9,8.6,32,12.6,153,1
3.6,7.2,26,18.4,111,1
3.8,7.1,26,20,173,1
3.5,8.4,31,14.9,164,1
3.5,6.8,32,19.5,129,1
3.5,7.8,27,10,186,1
3.8,7.7,27,23,180,1
3.8,7.8,30,16.4,101,1
3.8,7.6,29,25,135,1
3.8,7.1,28,22.6,196,1
3.9,6.8,32,12.4,146,1
3.9,7.2,31,11.7,155,1
3.5,8.2,31,11.5,147,1
3.6,8,26,11,200,1
3.7,7.5,27,15.2,120,1
3.9,8.6,41,21.9,149,1
3.8,7.7,29,13.3,104,1
3.5,8.6,32,15.5,124,1
3.7,8.6,32,11.2,198,1
3.9,7.9,28,16.3,192,1
3.9,8.5,28,24.6,109,1
3.5,6.8,32,10.8,169,1
3.9,6.9,31,16.2,181,1
3.9,6.8,28,23,182,1
3.7,7,32,20.2,135,1
3.7,8.2,29,24.7,113,1
3.6,7.7,41,20.2,102,1
3.6,7.8,28,24.5,179,1
3.5,8.5,28,23.1,149,1
3.9,7,32,12.4,199,1
3.8,7,29,21.1,159,1
3.9,8.2,30,10.9,161,1
3.9,7.3,31,14.7,149,1
4,6.8,27,22.6,130,1
3.8,8.1,27,24.3,154,1
3.7,7.6,28,17.8,122,1
3.8,7.5,29,14.4,157,1
3.7,8.3,32,15.9,119,1
4,7.7,28,12.9,162,1
3.7,7.4,32,13.7,155,1
4,8.4,35,22.1,139,1
3.5,8.4,28,12.5,162,1
3.6,7.7,32,23,166,1
4,7.9,30,16.4,108,1
4,8.4,28,18.2,142,1
3.7,8.7,30,16.4,124,1
3.7,7.9,28,19.6,165,1
3.8,8.4,32,23.4,100,1
4,7.7,30,20.3,109,1
3.6,8.1,28,21.4,113,1
3.8,8.6,30,16.6,138,1
3.9,8.1,30,13.4,102,1
3.8,7.6,30,20.7,109,1
3.7,8.6,32,14,154,1
3.7,8.2,32,12.7,185,1
3.9,7.7,31,17.7,150,1
4,8.7,31,31.7,155,1
3.6,7.7,28,14.2,132,1
3.5,7.9,26,14.9,174,1
3.7,7.4,26,23,131,1
3.7,7.3,28,16.8,100,1
3.9,7.9,32,23.2,123,1
4,7.5,32,19.4,140,1
3.7,6.9,32,12.4,179,1
4,7.6,28,21,121,1
3.7,8.2,32,21.7,140,1
3.6,7.7,32,23.7,139,1
4,8.2,32,16.4,180,1
4,7.3,27,19.1,136,1
4,7.3,32,10.8,108,1
3.9,8.4,30,13.1,114,1
3.5,7.7,27,23.2,103,1
3.8,7.8,28,24.5,106,1
3.8,8.7,27,21.3,131,1
4,7.2,28,25,187,1
3.8,7.6,30,16.1,140,1
3.8,8.5,26,21.7,156,1
4,7,31,17,134,1
3.5,8.7,26,23.5,153,1
3.8,8.3,29,15.6,144,1
4,7.5,26,11.7,104,1
3.5,8.1,28,20.6,175,1
3.9,7.8,31,19.9,196,1
3.5,7,30,23.5,158,1
3.7,7.4,31,19.2,141,1
3.5,8.2,32,17.5,137,1
3.8,7.9,28,23.9,159,1
3.9,8.1,31,16.2,111,1
3.5,7.9,30,24.7,196,1
3.9,7.8,27,12.6,107,1
3.5,8.7,27,22.8,190,1
3.6,7.1,28,29,184,1
4,8.7,28,14,156,1
3.7,7.2,32,13.6,197,1
3.9,6.9,27,13.6,167,1
3.8,8.5,30,19.2,123,1
3.9,7.6,28,17,132,1
3.9,8.3,34,17.4,131,1
3.5,8.7,27,21.4,145,1
3.8,7.8,28,19.2,137,1
3.7,6.9,44,14.4,171,1
3.9,8.4,31,24.1,147,1
3.9,8.3,26,10.8,108,1
3.6,8.7,38,18.7,170,1
3.7,7.3,28,24.4,182,1
3.7,7.4,27,23.1,133,1
3.9,6.9,30,11,200,1
3.5,8.2,30,18.8,111,1
4,7.8,30,10.1,128,1
3.8,7.2,27,19.2,128,1
3.8,8.2,30,20.4,104,1
3.7,8.5,28,21.2,182,1
3.8,7.3,29,12.9,126,1
3.8,7.5,27,17.9,197,1
4,6.9,31,19.5,113,1
4,6.8,28,17.4,195,1
4,7.2,28,10.5,168,1
4,8.4,43,21.5,127,1
4,7.2,31,16.6,137,1
3.5,7.7,43,12.6,172,1
4,7.2,38,14.4,117,1
3.5,7,26,24.5,183,1
3.9,8.3,30,11.7,155,1
3.5,7.7,27,20.9,188,1
3.8,8.4,32,19,137,1
3.6,8.5,30,14,118,1
3.6,8.2,26,11.2,198,1
3.9,7.5,28,14.3,160,1
3.8,7.5,29,23.5,148,1
3.9,8,29,19.4,182,1
3.7,8.6,29,21.1,107,1
3.7,7.9,31,22.9,139,1
3.8,8,28,20.4,130,1
3.5,7.4,26,23.7,116,1
3.8,7.6,32,14.7,109,1
4,8.4,45,13.9,195,1
3.7,8.2,29,16,197,1
3.6,7.1,32,17.4,175,1
3.6,8,27,12.3,119,1
3.9,7.1,31,11,117,1
4,8.5,28,15.2,156,1
3.8,8,27,13.6,182,1
3.6,7.4,28,13.2,165,1
3.9,7.1,31,17.3,130,1
3.7,7.8,29,22.6,126,1
3.9,6.9,26,15.7,157,1
3.7,8.7,30,24.1,144,1
3.5,7,32,13.6,111,1
3.7,8.5,31,16.7,112,1
3.9,8,29,19.2,161,1
3.8,7,27,16.9,142,1
3.7,7.7,29,17.5,135,1
3.9,8.6,27,23.8,176,1
4,7.9,26,10.1,108,1
3.8,7.3,27,17,149,1
3.6,7.1,30,15.3,121,1
3.9,7,29,24,116,1
3.5,8.2,28,18.6,135,1
3.9,6.8,28,10.6,170,1
3.8,6.9,27,10.8,124,1
3.8,7.5,30,11.1,167,1
3.9,8,29,11.7,111,1
3.8,8.7,27,10,176,1
3.7,7.1,29,10.8,164,1
3.9,8.4,29,15.2,135,1
3.9,8.5,30,11.1,120,1
3.9,7.3,32,18.3,175,1
4,8.3,27,16.6,148,1
4,7.7,27,22.5,196,1
3.8,7,29,12,158,1
3.5,7.9,31,13.5,191,1
3.8,8.4,27,16.9,132,1
3.5,8.1,32,24.9,188,1
3.8,7.6,29,11.4,137,1
3.5,8.5,30,15.8,115,1
3.8,6.9,26,11.8,187,1
4,6.8,26,19.3,110,1
4,8,27,13.5,192,1
3.6,8.4,26,21.9,162,1
4,8,29,17.9,171,1
3.5,7,30,12.3,144,1
4,7.4,26,18.5,152,1
3.9,7.3,44,15.5,197,1
3.9,7.2,27,14,124,1
3.9,7.3,28,23.3,175,1
3.9,8.2,29,20.9,172,1
3.6,6.9,32,13.3,139,1
3.5,7.7,27,20.2,144,1
3.8,6.8,30,13.8,122,1
3.6,7.2,28,23.5,142,1
4,7.5,27,20.4,115,1
3.7,8,28,23.2,100,1
3.8,7.4,28,13.7,171,1
3.9,7.6,31,13.3,170,1
3.7,7.7,31,19.2,131,1
3.5,8.3,31,16.4,133,1
3.6,7.2,28,22.3,163,1
3.9,7,26,14.7,150,1
3.9,7.3,31,13,178,1
3.6,8.4,31,16.6,172,1
4,8.5,29,23.1,107,1
4,8.5,29,23.9,119,1
3.7,8.4,27,23.2,114,1
4,8.7,27,11.8,174,1
4,8,32,18.9,137,1
3.7,7.5,28,22.9,125,1
3.9,8.1,29,14.7,199,1
4,7.1,27,16,128,1
3.7,8.6,27,16.2,111,1
3.7,7.7,30,24.6,190,1
3.7,8.4,29,13,193,1
3.9,8.2,27,13.2,114,1
3.8,7.5,44,13.7,106,1
3.6,8.7,27,22.3,165,1
3.5,8.2,32,12.4,160,1
3.8,7.9,26,22.8,140,1
3.7,7.8,29,13.5,136,1
3.7,7,27,21.9,150,1
3.6,7.9,27,15.7,117,1
3.6,8.1,27,19,180,1
3.5,8.2,30,18.2,162,1
3.6,6.8,31,22.7,115,1
3.7,7.7,31,22.5,100,1
3.6,7.7,29,12.9,136,1
3.9,7.5,30,20.2,113,1
4,7.5,40,22.1,144,1
3.9,7.2,26,23.6,134,1
3.9,8.5,27,23.2,151,1
3.6,7.8,29,21.6,185,1
3.9,8.3,26,11.1,171,1
3.8,7.2,26,19.8,154,1
3.9,7.7,28,22.4,143,1
3.6,7.6,26,18.6,124,1
4,7.6,30,24.1,198,1
3.7,7.3,26,10.8,194,1
3.5,6.8,27,19.7,196,1
3.6,8.7,32,23.4,120,1
3.9,6.8,30,10.5,105,1
3.9,6.9,26,24,174,1
3.7,7.3,32,23.2,129,1
3.7,7.5,32,15.3,178,1
4,8,31,22.1,121,1
3.6,7.7,31,30.1,171,1
3.6,8.5,32,12.6,118,1
3.9,6.8,28,22.2,163,1
3.6,8.2,29,11.8,118,1
3.8,7.8,30,20.5,190,1
3.8,7.6,26,20.2,132,1
4,7,32,16.6,102,1
3.8,7.4,27,19,190,1
3.9,8.2,26,20.3,169,1
3.6,7.6,30,11,118,1
4,8,27,18.3,178,1
3.6,7.1,30,23.2,168,1
3.8,7.3,30,13.8,196,1
3.5,7.4,30,18.9,169,1
3.9,6.8,30,19.9,118,1
3.8,8.3,30,22.8,196,1
3.8,7,32,10.1,189,1
